"test.files","selec","start","end","template","time","score"
"ZOOM0046_Tr1.WAV",1,250.036792578205,251.036792578205,"ETC21_duplicated_master.wav-1164",250.536792578205,0.556860728396853
"ZOOM0047_Tr1.WAV",1,245.185865741043,246.185865741043,"ETC21_duplicated_master.wav-1164",245.685865741043,0.634951946466345
"ZOOM0048_Tr1.WAV",1,247.81866253854,248.81866253854,"ETC21_duplicated_master.wav-1164",248.31866253854,0.624675698161989
"ZOOM0049_Tr1.WAV",1,246.397580767739,247.397580767739,"ETC21_duplicated_master.wav-1164",246.897580767739,0.552554114494229
"ZOOM0051_Tr1.WAV",1,245.052530501487,246.052530501487,"ETC21_duplicated_master.wav-1164",245.552530501487,0.550549613723939
"ZOOM0053_Tr1.WAV",1,245.743731310266,246.743731310266,"ETC21_duplicated_master.wav-1164",246.243731310266,0.455749522080046
"ZOOM0054_Tr1.WAV",1,248.589862058028,249.589862058028,"ETC21_duplicated_master.wav-1164",249.089862058028,0.524186650243864
"ZOOM0056_Tr1.WAV",1,249.715199426002,250.715199426002,"ETC21_duplicated_master.wav-1164",250.215199426002,0.720887160180348
"ZOOM0057_Tr1.WAV",1,251.571458045197,252.571458045197,"ETC21_duplicated_master.wav-1164",252.071458045197,0.642029139467098
"ZOOM0058_Tr1.WAV",1,252.129329309273,253.129329309273,"ETC21_duplicated_master.wav-1164",252.629329309273,0.634007423252521
"ZOOM0059_Tr1.WAV",1,255.974130366004,256.974130366004,"ETC21_duplicated_master.wav-1164",256.474130366004,0.59056263100446
"ZOOM0061_Tr1.WAV",1,260.867457716982,261.867457716982,"ETC21_duplicated_master.wav-1164",261.367457716982,0.675919643333615
"ZOOM0062_Tr1.WAV",1,254.07066361295,255.07066361295,"ETC21_duplicated_master.wav-1164",254.57066361295,0.582277109928627
"ZOOM0063_Tr1.WAV",1,252.176261746667,253.176261746667,"ETC21_duplicated_master.wav-1164",252.676261746667,0.613325275512526
"ZOOM0064_Tr1.WAV",1,257.421853237006,258.421853237006,"ETC21_duplicated_master.wav-1164",257.921853237006,0.483165235075247
